"Time","locust_users{endpoint=""metrics"", instance=""10.0.34.138:9646"", job=""locust-exporter"", namespace=""monitoring"", pod=""locust-exporter-6dcf88c5b5-qqp65"", service=""locust-exporter""}"
2021-06-01 21:44:05,1000
2021-06-01 21:44:10,1000
2021-06-01 21:44:15,1000
2021-06-01 21:44:20,1000
2021-06-01 21:44:25,1000
2021-06-01 21:44:30,1000
2021-06-01 21:44:35,1000
2021-06-01 21:44:40,1000
2021-06-01 21:44:45,1000
2021-06-01 21:44:50,1000
2021-06-01 21:44:55,1000
2021-06-01 21:45:00,1000
2021-06-01 21:45:05,1000
2021-06-01 21:45:10,1000
2021-06-01 21:45:15,1000
2021-06-01 21:45:20,1000
2021-06-01 21:45:25,1000
2021-06-01 21:45:30,1000
2021-06-01 21:45:35,1000
2021-06-01 21:45:40,1000
2021-06-01 21:45:45,1000
2021-06-01 21:45:50,1000
2021-06-01 21:45:55,1000
2021-06-01 21:46:00,1000
2021-06-01 21:46:05,1000
2021-06-01 21:46:10,1000
2021-06-01 21:46:15,1000
2021-06-01 21:46:20,1000
2021-06-01 21:46:25,1000
2021-06-01 21:46:30,1000
2021-06-01 21:46:35,1000
2021-06-01 21:46:40,1000
2021-06-01 21:46:45,1000
2021-06-01 21:46:50,1000
2021-06-01 21:46:55,1000
2021-06-01 21:47:00,1000
2021-06-01 21:47:05,1000
2021-06-01 21:47:10,1000
2021-06-01 21:47:15,1000
2021-06-01 21:47:20,1000
2021-06-01 21:47:25,1000
2021-06-01 21:47:30,1000
2021-06-01 21:47:35,1000
2021-06-01 21:47:40,1000
2021-06-01 21:47:45,1000
2021-06-01 21:47:50,1000
2021-06-01 21:47:55,1000
2021-06-01 21:48:00,1000
2021-06-01 21:48:05,1000
2021-06-01 21:48:10,1000
2021-06-01 21:48:15,1000
2021-06-01 21:48:20,1000
2021-06-01 21:48:25,1000
2021-06-01 21:48:30,1000
2021-06-01 21:48:35,1000
2021-06-01 21:48:40,1000
2021-06-01 21:48:45,1000
2021-06-01 21:48:50,1000
2021-06-01 21:48:55,1000
2021-06-01 21:49:00,1000
2021-06-01 21:49:05,1000
2021-06-01 21:49:10,1000
2021-06-01 21:49:15,1000
2021-06-01 21:49:20,1000
2021-06-01 21:49:25,1000
2021-06-01 21:49:30,1000
2021-06-01 21:49:35,1000
2021-06-01 21:49:40,1000
2021-06-01 21:49:45,1000
2021-06-01 21:49:50,1000
2021-06-01 21:49:55,1000
2021-06-01 21:50:00,1000
2021-06-01 21:50:05,1000
2021-06-01 21:50:10,1000
2021-06-01 21:50:15,1000
2021-06-01 21:50:20,1000
2021-06-01 21:50:25,1000
2021-06-01 21:50:30,1000
2021-06-01 21:50:35,1000
2021-06-01 21:50:40,1000
2021-06-01 21:50:45,1000
2021-06-01 21:50:50,1000
2021-06-01 21:50:55,1000
2021-06-01 21:51:00,1000
2021-06-01 21:51:05,1000
2021-06-01 21:51:10,1000
2021-06-01 21:51:15,1000
2021-06-01 21:51:20,1000
2021-06-01 21:51:25,1000
2021-06-01 21:51:30,1000
2021-06-01 21:51:35,1000
2021-06-01 21:51:40,0
2021-06-01 21:51:45,0
2021-06-01 21:51:50,0
2021-06-01 21:51:55,0

